club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Blackburn Rovers,Kevin Gallacher,26,Right Winger,Coventry,?,in,Summer,NA,Premier League,1993,1993/1994
Blackburn Rovers,Andy Morrison,22,Centre-Back,Plymouth,?,in,Summer,NA,Premier League,1993,1993/1994
Blackburn Rovers,Simon Ireland,22,midfield,Mansfield Town,"End of loanMay 31, 1994",in,Summer,0,Premier League,1993,1993/1994
Blackburn Rovers,Tony Dobson,24,midfield,Portsmouth,€188Th.,out,Summer,0.188,Premier League,1993,1993/1994
Blackburn Rovers,Gordon Cowans,34,midfield,Aston Villa,free transfer,out,Summer,NA,Premier League,1993,1993/1994
Blackburn Rovers,Wayne Burnett,21,midfield,Plymouth,?,out,Summer,NA,Premier League,1993,1993/1994
Blackburn Rovers,Mickey Evans,20,Centre-Forward,Plymouth,"End of loanJun 30, 1993",out,Summer,0,Premier League,1993,1993/1994
Tottenham Hotspur,Jason Dozzell,25,Central Midfield,Ipswich,€2.40m,in,Summer,2.4,Premier League,1993,1993/1994
Tottenham Hotspur,David Kerslake,27,Right-Back,Leeds,€563Th.,in,Summer,0.563,Premier League,1993,1993/1994
Tottenham Hotspur,Colin Calderwood,28,Centre-Back,Swindon Town,?,in,Summer,NA,Premier League,1993,1993/1994
Tottenham Hotspur,Garry Brady,16,Central Midfield,Celtic Boys Club,?,in,Summer,NA,Premier League,1993,1993/1994
Tottenham Hotspur,Andy Quy,16,Goalkeeper,Spurs U18,-,in,Summer,0,Premier League,1993,1993/1994
Tottenham Hotspur,Ijah Anderson,17,Left-Back,Spurs U18,-,in,Summer,0,Premier League,1993,1993/1994
Tottenham Hotspur,Stephen Carr,16,Right-Back,Spurs U18,-,in,Summer,0,Premier League,1993,1993/1994
Tottenham Hotspur,John Hendry,23,Centre-Forward,Charlton,"End of loanJun 30, 1993",in,Summer,0,Premier League,1993,1993/1994
Tottenham Hotspur,Paul Mahorn,20,attack,Fulham,"End of loanMay 31, 1994",in,Summer,0,Premier League,1993,1993/1994
Tottenham Hotspur,Peter Beadle,22,attack,Southend United,"End of loanMay 31, 1994",in,Summer,0,Premier League,1993,1993/1994
Tottenham Hotspur,Stephen Robinson,19,Attacking Midfield,Leyton Orient,"End of loanMay 1, 1994",in,Summer,0,Premier League,1993,1993/1994
Tottenham Hotspur,Neil Ruddock,25,Centre-Back,Liverpool,€3.00m,out,Summer,3,Premier League,1993,1993/1994
Tottenham Hotspur,Gordon Durie,27,Centre-Forward,Rangers,€1.80m,out,Summer,1.8,Premier League,1993,1993/1994
Tottenham Hotspur,Steve Sedgley,26,midfield,Ipswich,€1.25m,out,Summer,1.25,Premier League,1993,1993/1994
Tottenham Hotspur,Paul Allen,30,midfield,Southampton,€660Th.,out,Summer,0.66,Premier League,1993,1993/1994
Tottenham Hotspur,Nayim,26,Right Midfield,Real Zaragoza,€300Th.,out,Summer,0.3,Premier League,1993,1993/1994
Tottenham Hotspur,Ian Hendon,21,Centre-Back,Leyton Orient,€65Th.,out,Summer,0.065,Premier League,1993,1993/1994
Tottenham Hotspur,Ijah Anderson,18,Left-Back,Southend United,free transfer,out,Summer,NA,Premier League,1993,1993/1994
Tottenham Hotspur,David McDonald,22,defence,Peterborough,free transfer,out,Summer,NA,Premier League,1993,1993/1994
Tottenham Hotspur,Pat van den Hauwe,32,Left-Back,Millwall,free transfer,out,Summer,NA,Premier League,1993,1993/1994
Tottenham Hotspur,Kevin Watson,19,Central Midfield,Brentford,free transfer,out,Summer,NA,Premier League,1993,1993/1994
Tottenham Hotspur,Paul Mahorn,20,attack,Fulham,loan transfer,out,Summer,NA,Premier League,1993,1993/1994
Tottenham Hotspur,Dave Tuttle,21,defence,Sheff Utd,?,out,Summer,NA,Premier League,1993,1993/1994
Tottenham Hotspur,Terry Fenwick,33,Centre-Back,Swindon Town,?,out,Summer,NA,Premier League,1993,1993/1994
Tottenham Hotspur,Andy Gray,30,Central Midfield,Atl. Marbella,?,out,Summer,NA,Premier League,1993,1993/1994
Tottenham Hotspur,Gudni Bergsson,28,Centre-Back,Valur,loan transfer,out,Summer,NA,Premier League,1993,1993/1994
Liverpool FC,Neil Ruddock,25,Centre-Back,Spurs,€3.00m,in,Summer,3,Premier League,1993,1993/1994
Liverpool FC,Nigel Clough,27,Attacking Midfield,Nottm Forest,€2.75m,in,Summer,2.75,Premier League,1993,1993/1994
Liverpool FC,Julian Dicks,25,Left-Back,West Ham,€2.25m,in,Summer,2.25,Premier League,1993,1993/1994
Liverpool FC,Robbie Fowler,18,Centre-Forward,Liverpool U18,-,in,Summer,0,Premier League,1993,1993/1994
Liverpool FC,Steve Harkness,22,Left-Back,Huddersfield,"End of loanOct 25, 1993",in,Summer,0,Premier League,1993,1993/1994
Liverpool FC,Paul Stewart,29,Defensive Midfield,Crystal Palace,"End of loanMay 31, 1994",in,Summer,0,Premier League,1993,1993/1994
Liverpool FC,Mark Walters,29,Left Midfield,Stoke City,"End of loanMay 31, 1994",in,Summer,0,Premier League,1993,1993/1994
Liverpool FC,Lee Jones,21,Centre-Forward,Crewe Alexandra,"End of loanMay 31, 1994",in,Summer,0,Premier League,1993,1993/1994
Liverpool FC,Mike Hooper,29,Goalkeeper,Newcastle,€628Th.,out,Summer,0.628,Premier League,1993,1993/1994
Liverpool FC,István Kozma,28,Attacking Midfield,Újpest,free transfer,out,Summer,NA,Premier League,1993,1993/1994
Liverpool FC,Mike Marsh,24,Central Midfield,West Ham,free transfer,out,Summer,NA,Premier League,1993,1993/1994
Liverpool FC,Steve Harkness,22,Left-Back,Huddersfield,loan transfer,out,Summer,NA,Premier League,1993,1993/1994
Liverpool FC,David Burrows,24,Left-Back,West Ham,?,out,Summer,NA,Premier League,1993,1993/1994
Liverpool FC,Lee Jones,20,Centre-Forward,Crewe Alexandra,loan transfer,out,Summer,NA,Premier League,1993,1993/1994
Everton FC,Graham Stuart,22,Attacking Midfield,Chelsea,€1.28m,in,Summer,1.28,Premier League,1993,1993/1994
Everton FC,Brett Angell,25,Centre-Forward,Southend United,loan transfer,in,Summer,NA,Premier League,1993,1993/1994
Everton FC,Paul Holmes,25,midfield,Birmingham,?,in,Summer,NA,Premier League,1993,1993/1994
Everton FC,Tony Grant,18,Defensive Midfield,Everton U18,-,in,Summer,0,Premier League,1993,1993/1994
Everton FC,Peter Beardsley,32,Second Striker,Newcastle,€1.70m,out,Summer,1.7,Premier League,1993,1993/1994
Everton FC,Mo Johnston,30,Centre-Forward,Heart of Midl.,free transfer,out,Summer,NA,Premier League,1993,1993/1994
Everton FC,Alan Harper,32,Centre-Back,Luton,free transfer,out,Summer,NA,Premier League,1993,1993/1994
Everton FC,Iain Jenkins,20,Right-Back,Chester City,?,out,Summer,NA,Premier League,1993,1993/1994
Everton FC,Brett Angell,25,Centre-Forward,Southend United,"End of loanSep 1, 1993",out,Summer,0,Premier League,1993,1993/1994
Aston Villa,Scott Murray,19,Right Midfield,Fraserburgh,€50Th.,in,Winter,0.05,Premier League,1993,1993/1994
Aston Villa,Gordon Cowans,35,midfield,Derby,€230Th.,out,Winter,0.23,Premier League,1993,1993/1994
Aston Villa,Michael Oakes,20,Goalkeeper,Scarborough Athletic,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Aston Villa,Frank McAvennie,34,Centre-Forward,Celtic,?,out,Winter,NA,Premier League,1993,1993/1994
Aston Villa,Lee Williams,21,midfield,Peterborough,?,out,Winter,NA,Premier League,1993,1993/1994
Aston Villa,Guy Whittingham,29,Centre-Forward,Wolves,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Aston Villa,Dariusz Kubicki,30,Right-Back,Sunderland,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Aston Villa,Graham Fenton,19,Second Striker,West Brom,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Norwich City,Neil Adams,28,Right-Back,Oldham Athletic,€375Th.,in,Winter,0.375,Premier League,1993,1993/1994
Norwich City,Ade Akinbiyi,19,Centre-Forward,Hereford Utd.,"End of loanFeb 1, 1994",in,Winter,0,Premier League,1993,1993/1994
Norwich City,Mark Walton,24,Goalkeeper,Dundee United,"End of loanDec 31, 1993",in,Winter,0,Premier League,1993,1993/1994
Norwich City,Ruel Fox,26,Right Winger,Newcastle,€2.50m,out,Winter,2.5,Premier League,1993,1993/1994
Norwich City,Ade Akinbiyi,19,Centre-Forward,Hereford Utd.,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Norwich City,Mark Walton,24,Goalkeeper,Bolton,?,out,Winter,NA,Premier League,1993,1993/1994
Norwich City,Mark Walton,24,Goalkeeper,Dundee United,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Oldham Athletic,Sean McCarthy,26,attack,Bradford,€628Th.,in,Winter,0.628,Premier League,1993,1993/1994
Oldham Athletic,Tore Pedersen,24,Centre-Back,Brann,?,in,Winter,NA,Premier League,1993,1993/1994
Oldham Athletic,Neil Adams,28,Right-Back,Norwich,€375Th.,out,Winter,0.375,Premier League,1993,1993/1994
Oldham Athletic,Neil Tolson,20,Centre-Forward,Bradford,?,out,Winter,NA,Premier League,1993,1993/1994
Oldham Athletic,Gunnar Halle,28,Right-Back,Lillestrøm,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Oldham Athletic,Andy Barlow,27,Left-Back,Bradford,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Queens Park Rangers,Danny Dichio,19,Centre-Forward,Barnet,"End of loanFeb 1, 1994",in,Winter,0,Premier League,1993,1993/1994
Queens Park Rangers,Alan McCarthy,22,defence,Watford,"End of loanFeb 10, 1994",in,Winter,0,Premier League,1993,1993/1994
Queens Park Rangers,Dennis Bailey,28,attack,Charlton,"End of loanDec 31, 1993",in,Winter,0,Premier League,1993,1993/1994
Queens Park Rangers,Alan McCarthy,21,defence,Watford,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Queens Park Rangers,Alan McCarthy,22,defence,Plymouth,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Queens Park Rangers,Dennis Bailey,28,attack,Watford,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Queens Park Rangers,Robbie Herrera,23,Left-Back,Fulham,€48Th.,out,Winter,0.048,Premier League,1993,1993/1994
Sheffield Wednesday,Simon Coleman,25,defence,Derby,€382Th.,in,Winter,0.382,Premier League,1993,1993/1994
Wimbledon FC,Marcus Gayle,23,Centre-Forward,Brentford,€375Th.,in,Winter,0.375,Premier League,1993,1993/1994
Wimbledon FC,Greg Berry,23,midfield,Millwall,€250Th.,out,Winter,0.25,Premier League,1993,1993/1994
Wimbledon FC,Aidan Newhouse,21,attack,Port Vale,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Wimbledon FC,Justin Skinner,21,Left-Back,Bournemouth,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Wimbledon FC,Perry Digweed,34,Goalkeeper,Watford,?,out,Winter,NA,Premier League,1993,1993/1994
Wimbledon FC,Steve Anthrobus,25,Centre-Forward,Peterborough,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Coventry City,Chris Marsden,24,Left Midfield,Huddersfield,loan transfer,in,Winter,NA,Premier League,1993,1993/1994
Coventry City,Paul Williams,24,defence,West Brom,"End of loanDec 31, 1993",in,Winter,0,Premier League,1993,1993/1994
Coventry City,Paul Williams,24,defence,West Brom,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Coventry City,Zbigniew Kruszyński,33,midfield,Peterborough,?,out,Winter,NA,Premier League,1993,1993/1994
Coventry City,Chris Marsden,25,Left Midfield,Huddersfield,"End of loanJan 10, 1994",out,Winter,0,Premier League,1993,1993/1994
Manchester United,Ben Thornley,18,Left Winger,Man Utd Res.,-,in,Winter,0,Premier League,1993,1993/1994
Manchester United,Keith Gillespie,18,Right Midfield,Wigan,"End of loanNov 1, 1993",in,Winter,0,Premier League,1993,1993/1994
Manchester United,Neil Whitworth,21,Centre-Back,Rotherham,"End of loanNov 6, 1993",in,Winter,0,Premier League,1993,1993/1994
Manchester United,Simon Davies,19,midfield,Exeter City,"End of loanDec 31, 1993",in,Winter,0,Premier League,1993,1993/1994
Manchester United,Darren Ferguson,21,Central Midfield,Wolves,€375Th.,out,Winter,0.375,Premier League,1993,1993/1994
Manchester United,Neil Whitworth,21,Centre-Back,Blackpool,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Manchester United,Lee Martin,25,Left-Back,Celtic,?,out,Winter,NA,Premier League,1993,1993/1994
Manchester United,Simon Davies,19,midfield,Exeter City,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Newcastle United,Ruel Fox,26,Right Winger,Norwich,€2.50m,in,Winter,2.5,Premier League,1993,1993/1994
Newcastle United,Chris Holland,18,Central Midfield,Preston,€119Th.,in,Winter,0.119,Premier League,1993,1993/1994
Newcastle United,Brian Reid,23,Centre-Back,Rangers,loan transfer,in,Winter,NA,Premier League,1993,1993/1994
Newcastle United,Kevin Brock,31,midfield,Cardiff,"End of loanApr 26, 1994",in,Winter,0,Premier League,1993,1993/1994
Newcastle United,Kevin Scott,27,Centre-Back,Spurs,€1.10m,out,Winter,1.1,Premier League,1993,1993/1994
Newcastle United,Brian Kilcline,31,Centre-Back,Swindon Town,€113Th.,out,Winter,0.113,Premier League,1993,1993/1994
Newcastle United,Matty Appleby,21,midfield,Darlington,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Newcastle United,Kevin Brock,31,midfield,Cardiff,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Ipswich Town,Neil Gregory,21,Centre-Forward,Chesterfield FC,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Ipswich Town,Steve Whitton,33,attack,Colchester Utd.,€13Th.,out,Winter,0.013,Premier League,1993,1993/1994
Chelsea FC,Dave Beasant,34,Goalkeeper,Southampton,€380Th.,out,Winter,0.38,Premier League,1993,1993/1994
Chelsea FC,Damian Matthew,23,midfield,Crystal Palace,€187Th.,out,Winter,0.187,Premier League,1993,1993/1994
Arsenal FC,Paul Dickov,21,Centre-Forward,Luton,"End of loanDec 1, 1993",in,Winter,0,Premier League,1993,1993/1994
Arsenal FC,Neil Heaney,22,Right Winger,Southampton,€380Th.,out,Winter,0.38,Premier League,1993,1993/1994
Arsenal FC,Paul Dickov,21,Centre-Forward,Brighton,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Arsenal FC,Pal Lydersen,28,Left-Back,IK Start,?,out,Winter,NA,Premier League,1993,1993/1994
Leeds United,John Pemberton,28,Centre-Back,Sheff Utd,€313Th.,in,Winter,0.313,Premier League,1993,1993/1994
Leeds United,David White,26,Right Winger,Man City,?,in,Winter,NA,Premier League,1993,1993/1994
Leeds United,David Batty,25,Defensive Midfield,Blackburn,€3.78m,out,Winter,3.78,Premier League,1993,1993/1994
Leeds United,David Rocastle,26,Attacking Midfield,Man City,€2.40m,out,Winter,2.4,Premier League,1993,1993/1994
Leeds United,Frank Strandli,21,Centre-Forward,Brann,€150Th.,out,Winter,0.15,Premier League,1993,1993/1994
Leeds United,Mel Sterland,32,Right-Back,Boston Utd,?,out,Winter,NA,Premier League,1993,1993/1994
Leeds United,Ray Wallace,24,Right-Back,Reading,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
West Ham United,Gary Kelly,27,Goalkeeper,Bury,loan transfer,in,Winter,NA,Premier League,1993,1993/1994
West Ham United,Malcolm McPherson,19,Centre-Forward,Yeovil Town,€36Th.,in,Winter,0.036,Premier League,1993,1993/1994
West Ham United,Paul Mitchell,22,Central Midfield,Bournemouth,?,in,Winter,NA,Premier League,1993,1993/1994
West Ham United,Colin Foster,29,Centre-Back,Notts County,"End of loanMar 22, 1994",in,Winter,0,Premier League,1993,1993/1994
West Ham United,Mark Robson,24,midfield,Charlton,€155Th.,out,Winter,0.155,Premier League,1993,1993/1994
West Ham United,Colin Foster,29,Centre-Back,Watford,€125Th.,out,Winter,0.125,Premier League,1993,1993/1994
West Ham United,Clive Allen,32,Centre-Forward,Millwall,€85Th.,out,Winter,0.085,Premier League,1993,1993/1994
West Ham United,Paul Marquis,21,Centre-Back,Doncaster,free transfer,out,Winter,NA,Premier League,1993,1993/1994
West Ham United,Mitchell Thomas,29,Left-Back,Luton,free transfer,out,Winter,NA,Premier League,1993,1993/1994
West Ham United,Mike Small,31,Centre-Forward,Häcken,free transfer,out,Winter,NA,Premier League,1993,1993/1994
West Ham United,Colin Foster,29,Centre-Back,Notts County,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
West Ham United,Matthew Rush,22,midfield,Swansea,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
West Ham United,Jeroen Boere,26,Centre-Forward,Portsmouth,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Swindon Town,Brian Kilcline,31,Centre-Back,Newcastle,€113Th.,in,Winter,0.113,Premier League,1993,1993/1994
Swindon Town,Paul Heald,25,Goalkeeper,Leyton Orient,loan transfer,in,Winter,NA,Premier League,1993,1993/1994
Swindon Town,Craig Maskell,25,Centre-Forward,Southampton,€350Th.,out,Winter,0.35,Premier League,1993,1993/1994
Swindon Town,Micky Hazard,33,Central Midfield,Spurs,€55Th.,out,Winter,0.055,Premier League,1993,1993/1994
Sheffield United,Nathan Blake,21,Centre-Forward,Cardiff,€420Th.,in,Winter,0.42,Premier League,1993,1993/1994
Sheffield United,Bobby Davison,34,attack,Leicester,free transfer,in,Winter,NA,Premier League,1993,1993/1994
Sheffield United,Roger Nilsen,24,Centre-Back,Viking FK,?,in,Winter,NA,Premier League,1993,1993/1994
Sheffield United,Tom Cowan,24,Left-Back,Stoke City,?,in,Winter,NA,Premier League,1993,1993/1994
Sheffield United,Carl Muggleton,25,Goalkeeper,Leicester,loan transfer,in,Winter,NA,Premier League,1993,1993/1994
Sheffield United,John Pemberton,28,Centre-Back,Leeds,€313Th.,out,Winter,0.313,Premier League,1993,1993/1994
Sheffield United,Jamie Hoyland,28,midfield,Bristol City,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Sheffield United,Willie Falconer,27,Centre-Forward,Celtic,?,out,Winter,NA,Premier League,1993,1993/1994
Sheffield United,John Gannon,26,midfield,Middlesbrough,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Sheffield United,Carl Muggleton,25,Goalkeeper,Leicester,"End of loanJan 10, 1994",out,Winter,0,Premier League,1993,1993/1994
Manchester City,David Rocastle,26,Attacking Midfield,Leeds,€2.40m,in,Winter,2.4,Premier League,1993,1993/1994
Manchester City,Uwe Rösler,25,Centre-Forward,1.FC Nuremberg,€1.00m,in,Winter,1,Premier League,1993,1993/1994
Manchester City,Paul Walsh,31,Centre-Forward,Portsmouth,€850Th.,in,Winter,0.85,Premier League,1993,1993/1994
Manchester City,Steffen Karl,23,Defensive Midfield,Bor. Dortmund,free transfer,in,Winter,NA,Premier League,1993,1993/1994
Manchester City,Carl-Steven Shutt,32,attack,Birmingham,?,in,Winter,NA,Premier League,1993,1993/1994
Manchester City,Peter Beagrie,28,Left Winger,Everton,?,in,Winter,NA,Premier League,1993,1993/1994
Manchester City,Martyn Margetson,22,Goalkeeper,Bristol Rovers,"End of loanDec 31, 1993",in,Winter,0,Premier League,1993,1993/1994
Manchester City,Martyn Margetson,22,Goalkeeper,Bolton,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Manchester City,Martyn Margetson,22,Goalkeeper,Bristol Rovers,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Manchester City,David White,26,Right Winger,Leeds,?,out,Winter,NA,Premier League,1993,1993/1994
Southampton FC,Jim Magilton,24,Right Midfield,Oxford United,€800Th.,in,Winter,0.8,Premier League,1993,1993/1994
Southampton FC,Neil Heaney,22,Right Winger,Arsenal,€380Th.,in,Winter,0.38,Premier League,1993,1993/1994
Southampton FC,Dave Beasant,34,Goalkeeper,Chelsea,€380Th.,in,Winter,0.38,Premier League,1993,1993/1994
Southampton FC,Craig Maskell,25,Centre-Forward,Swindon Town,€350Th.,in,Winter,0.35,Premier League,1993,1993/1994
Southampton FC,Tim Flowers,26,Goalkeeper,Blackburn,€3.80m,out,Winter,3.8,Premier League,1993,1993/1994
Southampton FC,Paul Moody,26,Centre-Forward,Oxford United,€70Th.,out,Winter,0.07,Premier League,1993,1993/1994
Southampton FC,Peter Reid,37,Defensive Midfield,Notts County,free transfer,out,Winter,NA,Premier League,1993,1993/1994
Southampton FC,Micky Adams,32,Left-Back,Stoke City,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Southampton FC,Perry Groves,28,Left Winger,Dag & Red FC,?,out,Winter,NA,Premier League,1993,1993/1994
Southampton FC,Glenn Cockerill,34,Central Midfield,Leyton Orient,?,out,Winter,NA,Premier League,1993,1993/1994
Southampton FC,Oleksiy Cherednyk,33,Defensive Midfield,Chornomorets,?,out,Winter,NA,Premier League,1993,1993/1994
Blackburn Rovers,Tim Flowers,26,Goalkeeper,Southampton,€3.80m,in,Winter,3.8,Premier League,1993,1993/1994
Blackburn Rovers,David Batty,25,Defensive Midfield,Leeds,€3.78m,in,Winter,3.78,Premier League,1993,1993/1994
Blackburn Rovers,Peter Thorne,20,Centre-Forward,Wigan,"End of loanMar 1, 1994",in,Winter,0,Premier League,1993,1993/1994
Blackburn Rovers,Patrik Andersson,22,Centre-Back,Bor. M'gladbach,€550Th.,out,Winter,0.55,Premier League,1993,1993/1994
Blackburn Rovers,Peter Thorne,20,Centre-Forward,Wigan,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Blackburn Rovers,Simon Ireland,22,midfield,Mansfield Town,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Tottenham Hotspur,Kevin Scott,27,Centre-Back,Newcastle,€1.10m,in,Winter,1.1,Premier League,1993,1993/1994
Tottenham Hotspur,Ronny Rosenthal,30,Left Winger,Liverpool,€300Th.,in,Winter,0.3,Premier League,1993,1993/1994
Tottenham Hotspur,Micky Hazard,33,Central Midfield,Swindon Town,€55Th.,in,Winter,0.055,Premier League,1993,1993/1994
Tottenham Hotspur,Chris Day,18,Goalkeeper,Spurs U18,-,in,Winter,0,Premier League,1993,1993/1994
Tottenham Hotspur,Lee Hodges,20,Left Midfield,Wycombe,"End of loanJan 17, 1994",in,Winter,0,Premier League,1993,1993/1994
Tottenham Hotspur,Stephen Robinson,19,Attacking Midfield,Leyton Orient,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Tottenham Hotspur,Lee Hodges,20,Left Midfield,Wycombe,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Tottenham Hotspur,Peter Beadle,21,attack,Southend United,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Liverpool FC,Mark Gayle,24,Goalkeeper,Crewe Alexandra,loan transfer,in,Winter,NA,Premier League,1993,1993/1994
Liverpool FC,Ronny Rosenthal,30,Left Winger,Spurs,€300Th.,out,Winter,0.3,Premier League,1993,1993/1994
Liverpool FC,Paul Stewart,29,Defensive Midfield,Crystal Palace,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Liverpool FC,Mark Walters,29,Left Midfield,Stoke City,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Liverpool FC,Stig Inge Björnebye,24,Left-Back,Rosenborg,loan transfer,out,Winter,NA,Premier League,1993,1993/1994
Liverpool FC,Nick Tanner,28,Centre-Back,Retired,-,out,Winter,0,Premier League,1993,1993/1994
Liverpool FC,Mark Gayle,24,Goalkeeper,Crewe Alexandra,"End of loanMar 25, 1994",out,Winter,0,Premier League,1993,1993/1994
Everton FC,Brett Angell,25,Centre-Forward,Southend United,€500Th.,in,Winter,0.5,Premier League,1993,1993/1994
Everton FC,Joe Parkinson,22,midfield,Bournemouth,€375Th.,in,Winter,0.375,Premier League,1993,1993/1994
Everton FC,Brett Angell,25,Centre-Forward,Southend United,loan transfer,in,Winter,NA,Premier League,1993,1993/1994
Everton FC,Peter Beagrie,28,Left Winger,Man City,?,out,Winter,NA,Premier League,1993,1993/1994
Everton FC,Billy Kenny,20,midfield,Unknown,?,out,Winter,NA,Premier League,1993,1993/1994
Everton FC,Brett Angell,25,Centre-Forward,Southend United,"End of loanDec 31, 1993",out,Winter,0,Premier League,1993,1993/1994
